Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 5 (497).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (498).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (499).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (5).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (5).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (50).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (50).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (500).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (501).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (502).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (503).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (504).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (505).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (506).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (507).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (508).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (509).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (51).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (51).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (510).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (511).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (512).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (513).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (514).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (515).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (516).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (517).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (518).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (519).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (52).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (52).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (520).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (521).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (522).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (523).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (524).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (525).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (526).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (527).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (528).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (529).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (53).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (53).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (530).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (531).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (532).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (533).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (534).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (535).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (536).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (537).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (538).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (539).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (54).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (54).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (540).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (541).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (542).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (543).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (544).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (545).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (546).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (547).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (548).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (549).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (55).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (55).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (550).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (551).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (552).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (553).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (554).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (555).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (556).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (557).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (558).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (559).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (56).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (56).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (560).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (561).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (562).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (563).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (564).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (565).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (566).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (567).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (568).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (569).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (57).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (57).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (570).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (571).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (572).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (573).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (574).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (575).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (576).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (577).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (578).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (579).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (58).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (58).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (580).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (581).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (582).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (583).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (584).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (585).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (586).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (587).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (588).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (589).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (59).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (59).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (590).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (591).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (592).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (593).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (594).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (595).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (596).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (597).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (598).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (599).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (6).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (6).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (60).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (60).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (600).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (601).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (602).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (603).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (604).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (605).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (606).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (607).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (608).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (609).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (61).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (61).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (610).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (611).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (612).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (613).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (614).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (615).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (616).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (617).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (618).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (619).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (62).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (62).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (620).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (621).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (622).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (623).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (624).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (625).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (626).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (627).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (628).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (629).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (63).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (63).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (630).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (631).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (632).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (633).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (634).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (635).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (636).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (637).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (638).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (639).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (64).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (64).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (640).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (641).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (642).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (643).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (644).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (645).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (646).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (647).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (648).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (649).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (65).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (65).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (650).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (651).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (652).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (653).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (654).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (655).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 99.99%
Imagem: 5 (656).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (657).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (658).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (659).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (66).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (66).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (660).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (661).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (662).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (663).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (664).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (665).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (666).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (667).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (668).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (669).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (67).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (67).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (670).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (671).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (672).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (673).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (674).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (675).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (676).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (677).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (678).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (679).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (68).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (68).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (680).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (681).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (682).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (683).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (684).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (685).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (686).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (687).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (688).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (689).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (69).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (69).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (690).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (691).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (692).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (693).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (694).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (695).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (696).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (697).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (698).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (699).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (7).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (7).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (70).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (70).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (700).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (701).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (702).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (703).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (704).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (705).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (706).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (707).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (708).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (709).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (71).jpeg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (71).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (710).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (711).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (712).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
Imagem: 5 (713).jpg | Classe real: Leaf rust | Classe prevista: Leaf rust | Confiança: 100.00%
